step,loss,lr,tokens_per_sec
5480400,0.927035,0.00012749,199309.82
5480500,0.955022,0.00012748,199309.88
5480600,0.970465,0.00012748,199309.87
5480700,0.964645,0.00012748,199309.90
5480800,0.921397,0.00012747,199309.94
5480900,0.926072,0.00012747,199310.03
5481000,0.997537,0.00012746,199310.07
5481100,1.025118,0.00012746,199310.14
5481200,0.989128,0.00012745,199310.15
5481300,0.953955,0.00012745,199310.11
5481400,0.963767,0.00012744,199310.15
5481500,0.990506,0.00012744,199310.26
5481600,0.961502,0.00012743,199310.32
5481700,1.008506,0.00012743,199310.37
5481800,0.977912,0.00012742,199310.39
5481900,0.995033,0.00012742,199310.45
5482000,1.005792,0.00012742,199310.47
5482100,0.956275,0.00012741,199310.55
5482200,0.924690,0.00012741,199310.58
5482300,0.972227,0.00012740,199310.60
5482400,0.954142,0.00012740,199310.67
5482500,0.970994,0.00012739,199310.72
5482600,0.953436,0.00012739,199310.74
5482700,0.932463,0.00012738,199310.83
5482800,0.962811,0.00012738,199310.85
5482900,0.956184,0.00012737,199310.80
5483000,0.993052,0.00012737,199310.82
5483100,0.905235,0.00012736,199310.82
5483200,0.974276,0.00012736,199310.76
5483300,0.971039,0.00012735,199310.76
5483400,0.984131,0.00012735,199310.70
5483500,0.995232,0.00012735,199310.73
5483600,0.981067,0.00012734,199310.78
5483700,0.964802,0.00012734,199310.80
5483800,1.020459,0.00012733,199310.84
5483900,0.956552,0.00012733,199310.88
5484000,0.959068,0.00012732,199310.96
5484100,1.034808,0.00012732,199310.99
5484200,0.960536,0.00012731,199311.06
5484300,0.933086,0.00012731,199311.04
5484400,0.976403,0.00012730,199310.86
5484500,0.976574,0.00012730,199310.91
5484600,0.993203,0.00012729,199310.91
5484700,0.936252,0.00012729,199310.88
5484800,1.018822,0.00012728,199310.90
5484900,0.978052,0.00012728,199310.93
5485000,1.019481,0.00012728,199310.98
5485100,0.978157,0.00012727,199311.00
5485200,0.958208,0.00012727,199310.96
5485300,0.971782,0.00012726,199311.00
5485400,0.930151,0.00012726,199311.06
5485500,0.942232,0.00012725,199311.16
5485600,0.953475,0.00012725,199311.19
5485700,0.947734,0.00012724,199311.23
5485800,0.989112,0.00012724,199311.28
5485900,0.902295,0.00012723,199311.35
5486000,0.966989,0.00012723,199311.36
5486100,0.937569,0.00012722,199311.38
5486200,0.975559,0.00012722,199311.43
5486300,0.933597,0.00012721,199311.47
5486400,0.995967,0.00012721,199311.43
5486500,0.958289,0.00012721,199311.43
5486600,0.981070,0.00012720,199311.41
5486700,0.968613,0.00012720,199311.40
5486800,0.997111,0.00012719,199311.35
5486900,0.981193,0.00012719,199311.42
5487000,0.973867,0.00012718,199311.53
5487100,0.942828,0.00012718,199311.58
5487200,0.989428,0.00012717,199311.62
5487300,0.980164,0.00012717,199311.63
5487400,0.964913,0.00012716,199311.64
5487500,0.961820,0.00012716,199311.70
5487600,0.969865,0.00012715,199311.77
5487700,0.962943,0.00012715,199311.81
5487800,0.999675,0.00012714,199311.74
5487900,0.957732,0.00012714,199311.74
5488000,0.977206,0.00012714,199311.69
5488100,0.982306,0.00012713,199311.78
5488200,0.984276,0.00012713,199311.75
5488300,0.964545,0.00012712,199311.81
5488400,1.002476,0.00012712,199311.84
5488500,1.010074,0.00012711,199311.93
5488600,0.988463,0.00012711,199311.91
5488700,0.921503,0.00012710,199311.82
5488800,0.970232,0.00012710,199311.78
5488900,1.008911,0.00012709,199311.92
5489000,0.992617,0.00012709,199311.97
5489100,1.005340,0.00012708,199312.01
5489200,1.023658,0.00012708,199312.03
5489300,0.954830,0.00012708,199312.00
5489400,0.985192,0.00012707,199311.94
5489500,1.012002,0.00012707,199311.88
5489600,0.941120,0.00012706,199311.93
5489700,0.991888,0.00012706,199311.92
5489800,0.974442,0.00012705,199311.97
5489900,0.967921,0.00012705,199311.97
5490000,1.007448,0.00012704,199312.05
5490100,0.949579,0.00012704,199312.09
5490200,0.960379,0.00012703,199312.17
5490300,0.998483,0.00012703,199312.23
5490400,0.967454,0.00012702,199312.31
5490500,0.994642,0.00012702,199312.34
5490600,0.951234,0.00012701,199312.36
5490700,1.009885,0.00012701,199312.34
5490800,0.932531,0.00012701,199312.36
5490900,0.976167,0.00012700,199312.39
5491000,0.983420,0.00012700,199312.45
5491100,0.968991,0.00012699,199312.49
5491200,0.989942,0.00012699,199312.44
5491300,0.952040,0.00012698,199312.48
5491400,0.971704,0.00012698,199312.46
5491500,0.972939,0.00012697,199312.45
5491600,0.983509,0.00012697,199312.51
5491700,1.020477,0.00012696,199312.58
5491800,0.962062,0.00012696,199312.64
5491900,0.986877,0.00012695,199312.72
5492000,0.971462,0.00012695,199312.81
5492100,0.910541,0.00012694,199312.77
5492200,0.950695,0.00012694,199312.78
5492300,0.955464,0.00012694,199312.82
5492400,0.960700,0.00012693,199312.86
5492500,0.942524,0.00012693,199312.88
5492600,0.984201,0.00012692,199312.88
5492700,0.999337,0.00012692,199312.83
5492800,1.006940,0.00012691,199312.85
5492900,0.993378,0.00012691,199312.90
5493000,1.005866,0.00012690,199312.97
5493100,0.947176,0.00012690,199313.03
5493200,0.951729,0.00012689,199313.07
5493300,0.927617,0.00012689,199313.04
5493400,0.978757,0.00012688,199312.97
5493500,0.952294,0.00012688,199313.00
5493600,0.975386,0.00012687,199312.99
5493700,0.959817,0.00012687,199312.93
5493800,0.939832,0.00012687,199312.88
5493900,1.012370,0.00012686,199312.91
5494000,0.982952,0.00012686,199312.94
5494100,0.906886,0.00012685,199313.00
5494200,0.949348,0.00012685,199313.03
5494300,0.944435,0.00012684,199313.07
5494400,0.974359,0.00012684,199313.08
5494500,0.979728,0.00012683,199313.10
5494600,1.028801,0.00012683,199313.12
5494700,1.000792,0.00012682,199312.98
5494800,0.958080,0.00012682,199312.99
5494900,1.005300,0.00012681,199313.05
5495000,0.970941,0.00012681,199313.13
5495100,0.999061,0.00012680,199313.21
5495200,0.990204,0.00012680,199313.24
5495300,0.960690,0.00012680,199313.22
5495400,0.970976,0.00012679,199313.31
5495500,0.987896,0.00012679,199313.29
5495600,0.969182,0.00012678,199313.27
5495700,0.982259,0.00012678,199313.27
5495800,0.951106,0.00012677,199313.27
5495900,0.923361,0.00012677,199313.34
5496000,0.917549,0.00012676,199313.45
5496100,0.959117,0.00012676,199313.46
5496200,0.999013,0.00012675,199313.54
5496300,0.962497,0.00012675,199313.55
5496400,0.963738,0.00012674,199313.55
5496500,0.931411,0.00012674,199313.57
5496600,0.978623,0.00012674,199313.60
5496700,0.993001,0.00012673,199313.69
5496800,0.982569,0.00012673,199313.76
5496900,0.974105,0.00012672,199313.80
5497000,0.990054,0.00012672,199313.83
5497100,0.961835,0.00012671,199313.90
5497200,0.924658,0.00012671,199313.94
5497300,0.923942,0.00012670,199313.98
5497400,0.990394,0.00012670,199314.01
5497500,0.989009,0.00012669,199314.03
5497600,1.001819,0.00012669,199314.03
5497700,0.905181,0.00012668,199314.05
5497800,1.010430,0.00012668,199314.07
5497900,0.967212,0.00012667,199314.03
5498000,0.964651,0.00012667,199314.01
5498100,0.963135,0.00012667,199313.99
5498200,0.976605,0.00012666,199314.05
5498300,0.925398,0.00012666,199314.09
5498400,1.004704,0.00012665,199314.08
5498500,0.961145,0.00012665,199314.08
5498600,0.978672,0.00012664,199314.12
5498700,0.958927,0.00012664,199314.22
5498800,0.985017,0.00012663,199314.17
5498900,0.983465,0.00012663,199314.25
5499000,1.011396,0.00012662,199314.33
5499100,0.932434,0.00012662,199314.35
5499200,0.914855,0.00012661,199314.19
5499300,0.956370,0.00012661,199314.11
5499400,0.915313,0.00012660,199314.11
5499500,0.994655,0.00012660,199314.11
5499600,0.946481,0.00012660,199314.11
5499700,0.968408,0.00012659,199314.18
5499800,0.924176,0.00012659,199314.20
5499900,0.957617,0.00012658,199314.24
5500000,0.996426,0.00012658,199314.34
5500100,0.927414,0.00012657,199308.32
5500200,0.951032,0.00012657,199308.32
5500300,0.962537,0.00012656,199308.38
5500400,0.924681,0.00012656,199308.37
5500500,0.953783,0.00012655,199308.42
5500600,1.021296,0.00012655,199308.40
5500700,0.997791,0.00012654,199308.42
5500800,0.949132,0.00012654,199308.38
5500900,0.995554,0.00012653,199308.32
5501000,0.958984,0.00012653,199308.33
5501100,0.985670,0.00012653,199308.33
5501200,0.959373,0.00012652,199308.28
5501300,1.031784,0.00012652,199308.35
5501400,0.971971,0.00012651,199308.35
5501500,0.999167,0.00012651,199308.37
5501600,0.983581,0.00012650,199308.38
5501700,1.010145,0.00012650,199308.42
5501800,0.938049,0.00012649,199308.50
5501900,1.013160,0.00012649,199308.55
5502000,0.924265,0.00012648,199308.54
5502100,1.010179,0.00012648,199308.56
5502200,0.962503,0.00012647,199308.48
5502300,0.970248,0.00012647,199308.48
5502400,0.985482,0.00012647,199308.50
5502500,0.958296,0.00012646,199308.53
5502600,0.960636,0.00012646,199308.50
5502700,0.930345,0.00012645,199308.44
5502800,0.956076,0.00012645,199308.43
5502900,0.981134,0.00012644,199308.53
5503000,0.943656,0.00012644,199308.59
5503100,0.983701,0.00012643,199308.65
5503200,1.007399,0.00012643,199308.68
5503300,0.975157,0.00012642,199308.76
5503400,0.953807,0.00012642,199308.84
5503500,0.962717,0.00012641,199308.90
5503600,0.915913,0.00012641,199308.96
5503700,0.922110,0.00012640,199309.01
5503800,0.959145,0.00012640,199308.98
5503900,0.993326,0.00012640,199308.98
5504000,0.975574,0.00012639,199308.91
5504100,0.981198,0.00012639,199308.93
5504200,1.001631,0.00012638,199308.99
5504300,1.011780,0.00012638,199309.06
5504400,0.938055,0.00012637,199309.12
5504500,1.006065,0.00012637,199309.16
5504600,0.992701,0.00012636,199309.21
5504700,1.015128,0.00012636,199309.28
5504800,0.963386,0.00012635,199309.32
5504900,0.917276,0.00012635,199309.29
5505000,0.952275,0.00012634,199309.30
5505100,0.943415,0.00012634,199309.27
5505200,0.952024,0.00012633,199309.12
5505300,0.910417,0.00012633,199309.17
5505400,0.931065,0.00012633,199309.24
5505500,0.998318,0.00012632,199309.18
5505600,0.916997,0.00012632,199309.25
5505700,0.917786,0.00012631,199309.32
5505800,0.973762,0.00012631,199309.36
5505900,0.927743,0.00012630,199309.37
5506000,0.976651,0.00012630,199309.39
5506100,0.987312,0.00012629,199309.39
5506200,0.977260,0.00012629,199309.36
5506300,1.010689,0.00012628,199309.38
5506400,0.965789,0.00012628,199309.32
5506500,0.983092,0.00012627,199309.42
5506600,0.910391,0.00012627,199309.42
5506700,1.004899,0.00012626,199309.43
5506800,0.958846,0.00012626,199309.45
5506900,0.941529,0.00012626,199309.49
5507000,1.001756,0.00012625,199309.47
5507100,0.960237,0.00012625,199309.42
5507200,0.941915,0.00012624,199309.38
5507300,0.997092,0.00012624,199309.35
5507400,0.929915,0.00012623,199309.37
5507500,0.991171,0.00012623,199309.38
5507600,0.927430,0.00012622,199309.34
5507700,0.951589,0.00012622,199309.35
5507800,0.956697,0.00012621,199309.42
5507900,0.980018,0.00012621,199309.52
5508000,0.995514,0.00012620,199309.46
5508100,0.942492,0.00012620,199309.47
5508200,0.978720,0.00012620,199309.51
5508300,0.932485,0.00012619,199309.52
5508400,1.006351,0.00012619,199309.54
5508500,0.985171,0.00012618,199309.51
5508600,0.987851,0.00012618,199309.52
5508700,0.933254,0.00012617,199309.59
5508800,0.951020,0.00012617,199309.59
5508900,0.986120,0.00012616,199309.54
5509000,0.992737,0.00012616,199309.61
5509100,0.962087,0.00012615,199309.63
5509200,0.981501,0.00012615,199309.64
5509300,0.965211,0.00012614,199309.70
5509400,0.999000,0.00012614,199309.78
5509500,0.941198,0.00012613,199309.82
5509600,1.000148,0.00012613,199309.76
5509700,0.938147,0.00012613,199309.78
5509800,0.979334,0.00012612,199309.81
5509900,0.949421,0.00012612,199309.87
5510000,0.980943,0.00012611,199309.97
5510100,1.023917,0.00012611,199309.98
5510200,0.998164,0.00012610,199310.03
5510300,0.986723,0.00012610,199310.03
5510400,0.970683,0.00012609,199310.13
5510500,0.980741,0.00012609,199310.18
5510600,1.005811,0.00012608,199310.19
5510700,0.996803,0.00012608,199310.20
5510800,0.984259,0.00012607,199310.24
5510900,0.976512,0.00012607,199310.33
5511000,0.956760,0.00012606,199310.40
5511100,0.996075,0.00012606,199310.47
5511200,0.921039,0.00012606,199310.44
5511300,0.941342,0.00012605,199310.41
5511400,0.966880,0.00012605,199310.38
5511500,0.990442,0.00012604,199310.37
5511600,0.960283,0.00012604,199310.40
5511700,0.976454,0.00012603,199310.43
5511800,0.975425,0.00012603,199310.46
5511900,0.935445,0.00012602,199310.50
5512000,0.977266,0.00012602,199310.55
5512100,0.970860,0.00012601,199310.59
5512200,0.982083,0.00012601,199310.62
5512300,0.965016,0.00012600,199310.70
5512400,0.986525,0.00012600,199310.77
5512500,0.966656,0.00012599,199310.85
5512600,0.951367,0.00012599,199310.97
5512700,0.984215,0.00012599,199311.01
5512800,0.963165,0.00012598,199311.01
5512900,0.956935,0.00012598,199311.01
5513000,0.982521,0.00012597,199311.06
5513100,0.968948,0.00012597,199311.06
5513200,0.965285,0.00012596,199311.11
5513300,0.982823,0.00012596,199311.15
5513400,0.953121,0.00012595,199311.17
5513500,1.016339,0.00012595,199311.22
5513600,0.938609,0.00012594,199311.23
5513700,0.960703,0.00012594,199311.27
5513800,0.987544,0.00012593,199311.36
5513900,0.969325,0.00012593,199311.40
5514000,0.981143,0.00012593,199311.46
5514100,0.915259,0.00012592,199311.53
5514200,0.945285,0.00012592,199311.56
5514300,0.996856,0.00012591,199311.58
5514400,1.009145,0.00012591,199311.65
5514500,0.948337,0.00012590,199311.75
5514600,0.913625,0.00012590,199311.80
5514700,0.943554,0.00012589,199311.82
5514800,0.945193,0.00012589,199311.81
5514900,0.985465,0.00012588,199311.91
5515000,0.964957,0.00012588,199311.95
5515100,0.966545,0.00012587,199311.98
5515200,0.994480,0.00012587,199311.98
5515300,0.964661,0.00012586,199312.02
5515400,0.944547,0.00012586,199312.14
5515500,0.966090,0.00012586,199312.17
5515600,1.019145,0.00012585,199312.13
5515700,0.974025,0.00012585,199311.98
5515800,0.963072,0.00012584,199311.94
5515900,0.929495,0.00012584,199311.95
5516000,0.948932,0.00012583,199311.99
5516100,0.948529,0.00012583,199312.04
5516200,0.984286,0.00012582,199312.10
5516300,1.007812,0.00012582,199312.15
5516400,0.953466,0.00012581,199312.22
5516500,0.991994,0.00012581,199312.28
5516600,0.991765,0.00012580,199312.33
5516700,0.934635,0.00012580,199312.41
5516800,1.003442,0.00012579,199312.43
5516900,0.984010,0.00012579,199312.45
5517000,0.983178,0.00012579,199312.46
5517100,0.955502,0.00012578,199312.51
5517200,0.949991,0.00012578,199312.52
5517300,0.959167,0.00012577,199312.53
5517400,0.983229,0.00012577,199312.47
5517500,0.972565,0.00012576,199312.57
5517600,0.994892,0.00012576,199312.59
5517700,0.924747,0.00012575,199312.63
5517800,0.948672,0.00012575,199312.68
5517900,0.959952,0.00012574,199312.65
5518000,0.975330,0.00012574,199312.64
5518100,0.964135,0.00012573,199312.69
5518200,0.979687,0.00012573,199312.66
5518300,0.986180,0.00012573,199312.68
5518400,0.932902,0.00012572,199312.67
5518500,0.972767,0.00012572,199312.66
5518600,1.023431,0.00012571,199312.65
5518700,0.943798,0.00012571,199312.63
5518800,0.918211,0.00012570,199312.66
5518900,0.954936,0.00012570,199312.75
5519000,0.989452,0.00012569,199312.80
5519100,0.961778,0.00012569,199312.85
5519200,0.936130,0.00012568,199312.82
5519300,0.989237,0.00012568,199312.89
5519400,0.998114,0.00012567,199312.96
5519500,0.942581,0.00012567,199312.94
5519600,0.969436,0.00012566,199312.98
5519700,0.944259,0.00012566,199312.92
5519800,0.954279,0.00012566,199312.98
5519900,0.946143,0.00012565,199313.00
5520000,0.967854,0.00012565,199312.95
5520100,0.970202,0.00012564,199312.97
5520200,0.942394,0.00012564,199312.98
5520300,0.932534,0.00012563,199313.03
5520400,0.954760,0.00012563,199313.04
5520500,0.995343,0.00012562,199313.07
5520600,0.935652,0.00012562,199313.08
5520700,0.974431,0.00012561,199313.09
5520800,0.928920,0.00012561,199313.12
5520900,0.947831,0.00012560,199313.16
5521000,1.008687,0.00012560,199313.25
5521100,0.946402,0.00012559,199313.22
5521200,0.965807,0.00012559,199313.33
5521300,0.954394,0.00012559,199313.43
5521400,0.972786,0.00012558,199313.48
5521500,1.013984,0.00012558,199313.53
5521600,0.994485,0.00012557,199313.54
5521700,0.938514,0.00012557,199313.56
5521800,0.924063,0.00012556,199313.55
5521900,0.954155,0.00012556,199313.52
5522000,1.001322,0.00012555,199313.58
5522100,0.980641,0.00012555,199313.41
5522200,0.993111,0.00012554,199313.32
5522300,0.962367,0.00012554,199313.40
5522400,0.994099,0.00012553,199313.44
5522500,0.951199,0.00012553,199313.52
5522600,0.978768,0.00012553,199313.57
5522700,0.901876,0.00012552,199313.56
5522800,0.966444,0.00012552,199313.53
5522900,0.993129,0.00012551,199313.55
5523000,0.951049,0.00012551,199313.62
5523100,0.957322,0.00012550,199313.69
5523200,0.994773,0.00012550,199313.66
5523300,1.010562,0.00012549,199313.71
5523400,0.925762,0.00012549,199313.81
5523500,0.915764,0.00012548,199313.90
5523600,1.004705,0.00012548,199313.96
5523700,0.979627,0.00012547,199314.02
5523800,0.922526,0.00012547,199314.09
5523900,0.974823,0.00012546,199314.09
5524000,0.916277,0.00012546,199314.14
5524100,0.959251,0.00012546,199314.20
5524200,0.981401,0.00012545,199314.20
5524300,0.965614,0.00012545,199314.22
5524400,0.946467,0.00012544,199314.30
5524500,0.961772,0.00012544,199314.33
5524600,0.988465,0.00012543,199314.38
5524700,0.930622,0.00012543,199314.39
5524800,0.950979,0.00012542,199314.48
5524900,0.994458,0.00012542,199314.55
5525000,0.969417,0.00012541,199314.66
5525100,0.972530,0.00012541,199314.75
5525200,0.950396,0.00012540,199314.77
5525300,0.974837,0.00012540,199314.74
5525400,0.972708,0.00012539,199314.77
5525500,0.953903,0.00012539,199314.81
5525600,0.982293,0.00012539,199314.85
5525700,0.947045,0.00012538,199314.86
5525800,0.966768,0.00012538,199314.92
5525900,0.992495,0.00012537,199314.98
5526000,0.949219,0.00012537,199315.06
5526100,1.002056,0.00012536,199315.12
5526200,0.976090,0.00012536,199315.11
5526300,0.995988,0.00012535,199315.14
5526400,0.987818,0.00012535,199315.15
5526500,1.020734,0.00012534,199315.20
5526600,0.990359,0.00012534,199315.18
5526700,0.966313,0.00012533,199315.17
5526800,0.972029,0.00012533,199315.11
5526900,0.973586,0.00012533,199315.15
5527000,0.915745,0.00012532,199315.20
5527100,0.990250,0.00012532,199315.21
5527200,1.002556,0.00012531,199315.20
5527300,1.039281,0.00012531,199315.23
5527400,0.974888,0.00012530,199315.20
5527500,0.947972,0.00012530,199315.22
5527600,0.930636,0.00012529,199315.25
5527700,0.942284,0.00012529,199315.30
5527800,0.943168,0.00012528,199315.37
5527900,0.937303,0.00012528,199315.46
5528000,0.940909,0.00012527,199315.51
5528100,0.951692,0.00012527,199315.52
5528200,0.940821,0.00012526,199315.56
5528300,0.940072,0.00012526,199315.55
5528400,0.977239,0.00012526,199315.50
5528500,0.985998,0.00012525,199315.47
5528600,0.947245,0.00012525,199315.50
5528700,1.010047,0.00012524,199315.54
5528800,0.966972,0.00012524,199315.56
5528900,0.957004,0.00012523,199315.54
5529000,1.019528,0.00012523,199315.46
5529100,1.001770,0.00012522,199315.43
5529200,1.018277,0.00012522,199315.44
5529300,0.932207,0.00012521,199315.48
5529400,0.969529,0.00012521,199315.50
5529500,0.985418,0.00012520,199315.51
5529600,1.011200,0.00012520,199315.59
5529700,0.954183,0.00012520,199315.67
5529800,0.976257,0.00012519,199315.66
5529900,0.942267,0.00012519,199315.67
5530000,0.951754,0.00012518,199315.79
5530100,0.947042,0.00012518,199315.80
5530200,0.983727,0.00012517,199315.84
5530300,0.923715,0.00012517,199315.86
5530400,0.952516,0.00012516,199315.82
5530500,0.988391,0.00012516,199315.81
5530600,0.980771,0.00012515,199315.89
5530700,0.982967,0.00012515,199315.99
5530800,0.994781,0.00012514,199316.06
5530900,0.973176,0.00012514,199316.09
5531000,0.980094,0.00012513,199316.23
5531100,0.975565,0.00012513,199316.26
5531200,1.026623,0.00012513,199316.29
5531300,0.932408,0.00012512,199316.16
5531400,0.992802,0.00012512,199316.20
5531500,0.962618,0.00012511,199316.15
5531600,0.995094,0.00012511,199316.15
5531700,0.978100,0.00012510,199316.25
5531800,0.963919,0.00012510,199316.27
5531900,0.933226,0.00012509,199316.30
5532000,0.978613,0.00012509,199316.32
5532100,0.953062,0.00012508,199316.35
5532200,0.970358,0.00012508,199316.47
5532300,0.976055,0.00012507,199316.53
5532400,0.945643,0.00012507,199316.60
5532500,0.929954,0.00012506,199316.62
5532600,0.965819,0.00012506,199316.64
5532700,0.999436,0.00012506,199316.65
5532800,0.962434,0.00012505,199316.69
5532900,0.968469,0.00012505,199316.68
5533000,0.926245,0.00012504,199316.69
5533100,0.970680,0.00012504,199316.71
5533200,0.978464,0.00012503,199316.72
5533300,0.959489,0.00012503,199316.75
5533400,0.964078,0.00012502,199316.78
5533500,0.962594,0.00012502,199316.73
5533600,0.913226,0.00012501,199316.70
5533700,0.986570,0.00012501,199316.65
5533800,0.949146,0.00012500,199316.65
5533900,0.933517,0.00012500,199316.67
5534000,0.949849,0.00012500,199316.69
5534100,0.944924,0.00012499,199316.70
5534200,1.018348,0.00012499,199316.71
5534300,0.963165,0.00012498,199316.72
5534400,0.884184,0.00012498,199316.67
5534500,0.962342,0.00012497,199316.70
5534600,0.975295,0.00012497,199316.69
5534700,0.984456,0.00012496,199316.69
5534800,0.976666,0.00012496,199316.70
5534900,0.940568,0.00012495,199316.77
5535000,0.980437,0.00012495,199316.83
5535100,0.958897,0.00012494,199316.87
5535200,0.973783,0.00012494,199316.93
5535300,0.911034,0.00012493,199316.95
5535400,0.956262,0.00012493,199316.95
5535500,0.992786,0.00012493,199317.10
5535600,0.947399,0.00012492,199317.10
5535700,0.975222,0.00012492,199317.14
5535800,0.957580,0.00012491,199317.23
5535900,0.976318,0.00012491,199317.31
5536000,0.979579,0.00012490,199317.39
5536100,0.968344,0.00012490,199317.42
5536200,0.977022,0.00012489,199317.43
5536300,0.897491,0.00012489,199317.41
5536400,0.981907,0.00012488,199317.40
5536500,0.955532,0.00012488,199317.41
5536600,0.971031,0.00012487,199317.41
5536700,0.974152,0.00012487,199317.43
5536800,1.009792,0.00012487,199317.44
5536900,0.957723,0.00012486,199317.48
5537000,0.971510,0.00012486,199317.52
5537100,0.956742,0.00012485,199317.51
5537200,0.951064,0.00012485,199317.50
5537300,0.972444,0.00012484,199317.50
5537400,0.961159,0.00012484,199317.50
5537500,0.975574,0.00012483,199317.56
5537600,0.980628,0.00012483,199317.62
5537700,0.989779,0.00012482,199317.62
5537800,0.992039,0.00012482,199317.66
5537900,0.986883,0.00012481,199317.68
5538000,0.955258,0.00012481,199317.74
5538100,0.989056,0.00012480,199317.80
5538200,0.902859,0.00012480,199317.81
5538300,1.001234,0.00012480,199317.87
5538400,0.980592,0.00012479,199317.92
5538500,1.015622,0.00012479,199317.97
5538600,1.002973,0.00012478,199318.05
5538700,1.015145,0.00012478,199318.08
5538800,0.948657,0.00012477,199318.14
5538900,0.959786,0.00012477,199318.24
5539000,0.997114,0.00012476,199318.31
5539100,0.905300,0.00012476,199318.40
5539200,0.975276,0.00012475,199318.51
5539300,0.977113,0.00012475,199318.54
5539400,0.976677,0.00012474,199318.59
5539500,0.965267,0.00012474,199318.56
5539600,0.939830,0.00012474,199318.59
5539700,1.014265,0.00012473,199318.61
5539800,0.936490,0.00012473,199318.60
5539900,0.995403,0.00012472,199318.61
5540000,0.976673,0.00012472,199318.55
5540100,0.887599,0.00012471,199318.49
5540200,0.978238,0.00012471,199318.45
5540300,0.981433,0.00012470,199318.46
5540400,0.970780,0.00012470,199318.49
5540500,0.966979,0.00012469,199318.53
5540600,1.002069,0.00012469,199318.55
5540700,0.966158,0.00012468,199318.59
5540800,0.967651,0.00012468,199318.64
5540900,0.934277,0.00012467,199318.69
5541000,0.935589,0.00012467,199318.78
5541100,0.879274,0.00012467,199318.74
5541200,0.985247,0.00012466,199318.73
5541300,0.981316,0.00012466,199318.71
5541400,0.993628,0.00012465,199318.65
5541500,1.018381,0.00012465,199318.52
5541600,0.944604,0.00012464,199318.51
5541700,0.984525,0.00012464,199318.55
5541800,1.002369,0.00012463,199318.59
5541900,0.985267,0.00012463,199318.65
5542000,0.949719,0.00012462,199318.77
5542100,0.944527,0.00012462,199318.85
5542200,0.934038,0.00012461,199318.94
5542300,1.007903,0.00012461,199319.05
5542400,0.965223,0.00012460,199319.00
5542500,1.009733,0.00012460,199318.95
5542600,0.962096,0.00012460,199318.90
5542700,0.954207,0.00012459,199318.85
5542800,0.901205,0.00012459,199318.87
5542900,0.944527,0.00012458,199318.92
5543000,0.963833,0.00012458,199319.00
5543100,0.987378,0.00012457,199319.07
5543200,0.971925,0.00012457,199319.08
5543300,0.966612,0.00012456,199319.07
5543400,0.968212,0.00012456,199319.12
5543500,0.961243,0.00012455,199319.16
5543600,0.976642,0.00012455,199319.17
5543700,0.956376,0.00012454,199319.25
5543800,1.037814,0.00012454,199319.32
5543900,0.944974,0.00012454,199319.38
5544000,0.965227,0.00012453,199319.34
5544100,1.013554,0.00012453,199319.32
5544200,0.934393,0.00012452,199319.33
5544300,0.964824,0.00012452,199319.39
5544400,0.906169,0.00012451,199319.42
5544500,0.946707,0.00012451,199319.51
5544600,0.968468,0.00012450,199319.53
5544700,0.946198,0.00012450,199319.47
5544800,0.991081,0.00012449,199319.50
5544900,0.996780,0.00012449,199319.49
5545000,0.974624,0.00012448,199319.47
5545100,0.985243,0.00012448,199319.50
5545200,0.992403,0.00012447,199319.51
5545300,1.007916,0.00012447,199319.52
5545400,0.938581,0.00012447,199319.57
5545500,0.974272,0.00012446,199319.54
5545600,0.986998,0.00012446,199319.61
5545700,0.985777,0.00012445,199319.69
5545800,0.967607,0.00012445,199319.65
5545900,0.992191,0.00012444,199319.66
5546000,0.959830,0.00012444,199319.59
5546100,0.934995,0.00012443,199319.55
5546200,0.996343,0.00012443,199319.52
5546300,0.980040,0.00012442,199319.50
5546400,0.953162,0.00012442,199319.55
5546500,0.955811,0.00012441,199319.60
5546600,0.929012,0.00012441,199319.64
5546700,0.938504,0.00012441,199319.68
5546800,0.999465,0.00012440,199319.76
5546900,0.918271,0.00012440,199319.66
5547000,0.969518,0.00012439,199319.65
5547100,0.980174,0.00012439,199319.70
5547200,0.978024,0.00012438,199319.73
5547300,0.956020,0.00012438,199319.78
5547400,0.980050,0.00012437,199319.88
5547500,0.921366,0.00012437,199319.90
5547600,0.973152,0.00012436,199319.92
5547700,0.980560,0.00012436,199319.92
5547800,0.972920,0.00012435,199319.94
5547900,0.974681,0.00012435,199319.95
5548000,0.905775,0.00012434,199319.96
5548100,0.974949,0.00012434,199319.99
5548200,0.988313,0.00012434,199320.11
5548300,1.002336,0.00012433,199320.20
5548400,0.973056,0.00012433,199320.25
5548500,0.943392,0.00012432,199320.26
5548600,0.946337,0.00012432,199320.31
5548700,0.959462,0.00012431,199320.36
5548800,0.938810,0.00012431,199320.30
5548900,0.990806,0.00012430,199320.26
5549000,0.970366,0.00012430,199320.33
5549100,0.983266,0.00012429,199320.39
5549200,0.911520,0.00012429,199320.39
5549300,0.970975,0.00012428,199320.45
5549400,0.972566,0.00012428,199320.49
5549500,1.009576,0.00012428,199320.53
5549600,0.987346,0.00012427,199320.51
5549700,0.945920,0.00012427,199320.53
5549800,0.956958,0.00012426,199320.57
5549900,1.018982,0.00012426,199320.61
5550000,0.909722,0.00012425,199320.60
5550100,1.003116,0.00012425,199320.66
5550200,1.002906,0.00012424,199320.71
