step,loss,lr,tokens_per_sec
1552100,1.011692,0.00028256,200135.16
1552200,0.958880,0.00028255,200135.17
1552300,0.939759,0.00028255,200135.14
1552400,0.967659,0.00028255,200135.36
1552500,0.944282,0.00028255,200135.47
1552600,1.013065,0.00028254,200135.33
1552700,0.940681,0.00028254,200135.17
1552800,0.982178,0.00028254,200134.96
1552900,0.973497,0.00028254,200134.84
1553000,1.046861,0.00028254,200134.91
1553100,0.971904,0.00028253,200134.86
1553200,0.968727,0.00028253,200134.84
1553300,0.956944,0.00028253,200134.79
1553400,0.958134,0.00028253,200134.73
1553500,0.968707,0.00028252,200134.65
1553600,0.988403,0.00028252,200134.62
1553700,0.974852,0.00028252,200134.67
1553800,0.940630,0.00028252,200134.73
1553900,0.976394,0.00028252,200134.97
1554000,1.018363,0.00028251,200135.21
1554100,0.998154,0.00028251,200135.19
1554200,1.014681,0.00028251,200135.36
1554300,0.976020,0.00028251,200135.38
1554400,0.982612,0.00028251,200135.34
1554500,0.990351,0.00028250,200135.29
1554600,0.990199,0.00028250,200135.20
1554700,0.997399,0.00028250,200135.37
1554800,0.962910,0.00028250,200135.25
1554900,0.956619,0.00028249,200135.18
1555000,0.972070,0.00028249,200134.99
1555100,0.983410,0.00028249,200135.08
1555200,0.999547,0.00028249,200135.12
1555300,1.036853,0.00028249,200134.97
1555400,0.987436,0.00028248,200135.05
1555500,1.046501,0.00028248,200135.17
1555600,0.956536,0.00028248,200135.09
1555700,0.991968,0.00028248,200135.03
1555800,0.977122,0.00028247,200134.96
1555900,0.949329,0.00028247,200134.87
1556000,0.980864,0.00028247,200134.93
1556100,0.936377,0.00028247,200134.64
1556200,0.941638,0.00028247,200134.57
1556300,0.949499,0.00028246,200134.71
1556400,0.984769,0.00028246,200134.77
1556500,0.953716,0.00028246,200134.88
1556600,1.003818,0.00028246,200135.01
1556700,0.979839,0.00028245,200134.92
1556800,1.004652,0.00028245,200135.07
1556900,0.970680,0.00028245,200135.14
1557000,1.013009,0.00028245,200134.94
1557100,0.937427,0.00028245,200134.80
1557200,0.989127,0.00028244,200134.71
1557300,1.008711,0.00028244,200134.48
1557400,1.042665,0.00028244,200134.48
1557500,0.935350,0.00028244,200134.34
1557600,0.950062,0.00028243,200134.32
1557700,0.924385,0.00028243,200134.39
1557800,1.012412,0.00028243,200134.31
1557900,1.012084,0.00028243,200134.28
1558000,0.965428,0.00028243,200134.13
1558100,0.975337,0.00028242,200134.10
1558200,0.956561,0.00028242,200134.17
1558300,0.969269,0.00028242,200134.06
1558400,0.942554,0.00028242,200134.10
1558500,1.043748,0.00028241,200134.05
1558600,1.043130,0.00028241,200133.67
1558700,0.942604,0.00028241,200133.67
1558800,1.011448,0.00028241,200133.64
1558900,0.991795,0.00028241,200133.46
1559000,1.019423,0.00028240,200133.50
1559100,0.962395,0.00028240,200133.61
1559200,0.999778,0.00028240,200133.72
1559300,0.968535,0.00028240,200133.67
1559400,0.924711,0.00028239,200133.67
1559500,0.981019,0.00028239,200133.06
1559600,0.980586,0.00028239,200133.06
1559700,0.997767,0.00028239,200133.01
1559800,1.040046,0.00028239,200133.05
1559900,0.990001,0.00028238,200133.00
1560000,1.038521,0.00028238,200132.94
1560100,0.980932,0.00028238,200132.62
1560200,0.996952,0.00028238,200132.61
1560300,0.968948,0.00028237,200132.59
1560400,0.993574,0.00028237,200132.49
1560500,0.998010,0.00028237,200132.61
1560600,1.038548,0.00028237,200132.57
1560700,1.012771,0.00028237,200132.07
1560800,1.012082,0.00028236,200132.17
1560900,0.961401,0.00028236,200131.96
1561000,1.018676,0.00028236,200132.05
1561100,0.963502,0.00028236,200132.10
1561200,1.013321,0.00028235,200131.93
1561300,0.997648,0.00028235,200132.01
1561400,0.992327,0.00028235,200131.98
1561500,0.943029,0.00028235,200132.06
1561600,0.941277,0.00028235,200131.91
1561700,1.017476,0.00028234,200131.80
1561800,0.915954,0.00028234,200131.73
1561900,0.974782,0.00028234,200131.71
1562000,0.983949,0.00028234,200131.75
1562100,0.995396,0.00028233,200131.81
1562200,0.962598,0.00028233,200131.52
1562300,0.995604,0.00028233,200131.33
1562400,0.928747,0.00028233,200131.27
1562500,1.007817,0.00028233,200131.44
1562600,1.005405,0.00028232,200130.91
1562700,0.972780,0.00028232,200130.76
1562800,0.994039,0.00028232,200130.67
1562900,0.986759,0.00028232,200130.68
1563000,0.970142,0.00028231,200130.62
1563100,1.015490,0.00028231,200130.30
1563200,1.029922,0.00028231,200130.18
1563300,0.986779,0.00028231,200129.94
1563400,1.065036,0.00028231,200129.91
1563500,1.086486,0.00028230,200130.10
1563600,1.020078,0.00028230,200130.28
1563700,1.002049,0.00028230,200130.10
1563800,0.980533,0.00028230,200130.15
1563900,1.004350,0.00028229,200130.04
1564000,0.991384,0.00028229,200129.95
1564100,1.016929,0.00028229,200129.76
1564200,0.950884,0.00028229,200129.80
1564300,0.962979,0.00028229,200129.85
1564400,0.938291,0.00028228,200129.98
1564500,0.965884,0.00028228,200130.10
1564600,0.939207,0.00028228,200129.76
1564700,0.973334,0.00028228,200129.22
1564800,1.005637,0.00028227,200128.66
1564900,0.951278,0.00028227,200128.35
1565000,0.916148,0.00028227,200128.02
1565100,1.046755,0.00028227,200127.57
1565200,0.973526,0.00028227,200127.10
1565300,0.952364,0.00028226,200126.77
1565400,1.004817,0.00028226,200126.73
1565500,0.972303,0.00028226,200126.77
1565600,0.973033,0.00028226,200126.64
1565700,1.030503,0.00028225,200126.33
1565800,0.999108,0.00028225,200126.25
1565900,0.968052,0.00028225,200126.41
1566000,0.947438,0.00028225,200126.61
1566100,0.968108,0.00028225,200126.59
1566200,0.990854,0.00028224,200126.70
1566300,1.005819,0.00028224,200126.71
1566400,0.976771,0.00028224,200126.51
1566500,0.979447,0.00028224,200126.44
1566600,1.024917,0.00028223,200126.37
1566700,1.042222,0.00028223,200126.44
1566800,0.973311,0.00028223,200126.67
1566900,0.997163,0.00028223,200126.59
1567000,0.977297,0.00028223,200126.62
1567100,1.012175,0.00028222,200126.43
1567200,0.996144,0.00028222,200126.36
1567300,1.010015,0.00028222,200126.42
1567400,0.964300,0.00028222,200125.97
1567500,1.037355,0.00028221,200126.18
1567600,0.938415,0.00028221,200126.20
1567700,0.958646,0.00028221,200126.07
1567800,0.977689,0.00028221,200126.13
1567900,0.980678,0.00028221,200126.26
1568000,0.966230,0.00028220,200126.02
1568100,0.996593,0.00028220,200125.90
1568200,1.013324,0.00028220,200126.04
1568300,0.995515,0.00028220,200126.05
1568400,0.959512,0.00028219,200126.12
1568500,0.967765,0.00028219,200126.10
1568600,0.964306,0.00028219,200126.10
1568700,1.035689,0.00028219,200126.16
1568800,1.043574,0.00028219,200126.15
1568900,1.001528,0.00028218,200126.07
1569000,1.015392,0.00028218,200125.80
1569100,0.978661,0.00028218,200125.71
1569200,1.012486,0.00028218,200125.55
1569300,1.020098,0.00028217,200125.40
1569400,0.967921,0.00028217,200125.10
1569500,0.960934,0.00028217,200124.98
1569600,0.990278,0.00028217,200124.76
1569700,0.970046,0.00028217,200124.49
1569800,1.002265,0.00028216,200124.28
1569900,0.947125,0.00028216,200124.10
1570000,0.933189,0.00028216,200124.09
1570100,1.015239,0.00028216,200124.04
1570200,0.979790,0.00028215,200123.96
1570300,0.938014,0.00028215,200123.70
1570400,0.956830,0.00028215,200123.49
1570500,1.032411,0.00028215,200123.54
1570600,1.016088,0.00028215,200123.54
1570700,0.951035,0.00028214,200123.72
1570800,1.036322,0.00028214,200123.94
1570900,0.976302,0.00028214,200123.81
1571000,0.980987,0.00028214,200123.82
1571100,0.983970,0.00028213,200123.64
1571200,0.973895,0.00028213,200123.72
1571300,0.989344,0.00028213,200123.42
1571400,1.023779,0.00028213,200123.55
1571500,1.000228,0.00028213,200123.63
1571600,0.962597,0.00028212,200123.66
1571700,0.935684,0.00028212,200123.80
1571800,0.976809,0.00028212,200123.81
1571900,0.985324,0.00028212,200123.51
1572000,0.968053,0.00028211,200123.15
1572100,0.986623,0.00028211,200123.07
1572200,1.001760,0.00028211,200123.05
1572300,1.026122,0.00028211,200123.08
1572400,1.021953,0.00028211,200122.93
1572500,0.972839,0.00028210,200122.94
1572600,0.984597,0.00028210,200122.85
1572700,0.994503,0.00028210,200122.73
1572800,0.992400,0.00028210,200122.79
1572900,0.983643,0.00028209,200122.68
1573000,1.015205,0.00028209,200122.71
1573100,0.983461,0.00028209,200122.99
1573200,1.010154,0.00028209,200123.13
1573300,1.002556,0.00028209,200123.31
1573400,0.983620,0.00028208,200123.25
1573500,1.005174,0.00028208,200123.05
1573600,0.995993,0.00028208,200122.99
1573700,0.934339,0.00028208,200122.90
1573800,0.991495,0.00028207,200123.01
1573900,0.960143,0.00028207,200122.88
1574000,0.976903,0.00028207,200122.89
1574100,0.944544,0.00028207,200122.73
1574200,1.017181,0.00028207,200122.42
1574300,0.976114,0.00028206,200122.25
1574400,0.945841,0.00028206,200122.08
1574500,0.942630,0.00028206,200122.08
1574600,1.033653,0.00028206,200121.92
1574700,0.941580,0.00028205,200122.04
1574800,0.974981,0.00028205,200122.12
1574900,0.996626,0.00028205,200121.96
1575000,0.973780,0.00028205,200121.73
1575100,1.002239,0.00028204,200121.59
1575200,1.029291,0.00028204,200121.46
1575300,0.958303,0.00028204,200121.34
1575400,0.965883,0.00028204,200121.17
1575500,0.955497,0.00028204,200121.14
1575600,0.990135,0.00028203,200121.33
1575700,0.942933,0.00028203,200121.35
1575800,0.948483,0.00028203,200121.05
1575900,0.954739,0.00028203,200120.69
1576000,0.983248,0.00028202,200120.44
1576100,0.980593,0.00028202,200120.40
1576200,0.998408,0.00028202,200120.23
1576300,0.957773,0.00028202,200120.09
1576400,1.015229,0.00028202,200119.99
1576500,1.009417,0.00028201,200120.13
1576600,0.970279,0.00028201,200120.30
1576700,0.931547,0.00028201,200120.30
1576800,0.998630,0.00028201,200120.23
1576900,1.014514,0.00028200,200120.31
1577000,0.975032,0.00028200,200120.29
1577100,1.000502,0.00028200,200120.08
1577200,0.961364,0.00028200,200119.93
1577300,0.965446,0.00028200,200119.63
1577400,0.940530,0.00028199,200119.75
1577500,0.961156,0.00028199,200119.88
1577600,0.963303,0.00028199,200120.10
1577700,0.925624,0.00028199,200120.18
1577800,0.921131,0.00028198,200120.03
1577900,0.981482,0.00028198,200120.24
1578000,0.957049,0.00028198,200120.19
1578100,0.997215,0.00028198,200120.34
1578200,1.007745,0.00028198,200119.84
1578300,0.894681,0.00028197,200119.84
1578400,0.970797,0.00028197,200120.01
1578500,1.024640,0.00028197,200120.11
1578600,0.997108,0.00028197,200120.16
1578700,0.970807,0.00028196,200120.05
1578800,1.024180,0.00028196,200119.98
1578900,0.947278,0.00028196,200119.72
1579000,0.938823,0.00028196,200119.77
1579100,0.962089,0.00028196,200119.66
1579200,0.955653,0.00028195,200119.66
1579300,0.982460,0.00028195,200119.76
1579400,1.010385,0.00028195,200119.86
1579500,0.961816,0.00028195,200119.71
1579600,1.012804,0.00028194,200119.71
1579700,0.981762,0.00028194,200119.60
1579800,0.939016,0.00028194,200119.61
1579900,1.034255,0.00028194,200119.58
1580000,1.007177,0.00028194,200119.55
1580100,0.958773,0.00028193,200119.38
1580200,0.970477,0.00028193,200119.54
1580300,0.965207,0.00028193,200119.81
1580400,1.037300,0.00028193,200119.69
1580500,0.991308,0.00028192,200119.60
1580600,0.946367,0.00028192,200119.51
1580700,1.001025,0.00028192,200119.53
1580800,0.969977,0.00028192,200119.33
1580900,0.955759,0.00028192,200119.43
1581000,0.942199,0.00028191,200119.67
1581100,0.995496,0.00028191,200119.94
1581200,0.992202,0.00028191,200119.94
1581300,1.009938,0.00028191,200120.00
1581400,1.003678,0.00028190,200120.07
1581500,0.975605,0.00028190,200120.12
1581600,0.980217,0.00028190,200119.91
1581700,0.953814,0.00028190,200119.56
1581800,0.980945,0.00028189,200119.39
1581900,0.959301,0.00028189,200119.34
1582000,0.981650,0.00028189,200119.42
1582100,0.983894,0.00028189,200119.58
1582200,0.967757,0.00028189,200119.59
1582300,0.967646,0.00028188,200119.56
1582400,0.981308,0.00028188,200119.59
1582500,0.965616,0.00028188,200119.72
1582600,1.001160,0.00028188,200119.63
1582700,0.960698,0.00028187,200119.28
1582800,0.959492,0.00028187,200119.16
1582900,1.027156,0.00028187,200119.25
1583000,1.026538,0.00028187,200119.34
1583100,1.015396,0.00028187,200119.28
1583200,0.997619,0.00028186,200119.01
1583300,1.003803,0.00028186,200119.01
1583400,0.964419,0.00028186,200118.97
1583500,0.881015,0.00028186,200119.05
1583600,0.926136,0.00028185,200119.00
1583700,1.013493,0.00028185,200118.92
1583800,1.002813,0.00028185,200119.03
1583900,0.998834,0.00028185,200118.94
1584000,0.989535,0.00028185,200118.93
1584100,1.028143,0.00028184,200118.97
1584200,0.963878,0.00028184,200119.02
1584300,0.974880,0.00028184,200118.94
1584400,0.989375,0.00028184,200119.01
1584500,0.941572,0.00028183,200118.94
1584600,0.979469,0.00028183,200118.83
1584700,0.959516,0.00028183,200118.87
1584800,0.988755,0.00028183,200118.96
1584900,1.011286,0.00028183,200119.08
1585000,1.025919,0.00028182,200118.89
1585100,1.017734,0.00028182,200118.76
1585200,1.017768,0.00028182,200118.84
1585300,1.043833,0.00028182,200118.71
1585400,0.966228,0.00028181,200118.69
1585500,1.009059,0.00028181,200118.69
1585600,1.017217,0.00028181,200118.86
1585700,0.956140,0.00028181,200118.86
1585800,1.017809,0.00028180,200118.92
1585900,0.954359,0.00028180,200119.07
1586000,0.984510,0.00028180,200118.75
1586100,0.931912,0.00028180,200118.58
1586200,0.992747,0.00028180,200118.37
1586300,0.994411,0.00028179,200118.35
1586400,1.012545,0.00028179,200118.43
1586500,0.967869,0.00028179,200118.43
1586600,0.985810,0.00028179,200118.29
1586700,0.976964,0.00028178,200118.25
1586800,1.021107,0.00028178,200118.24
1586900,0.958388,0.00028178,200118.32
1587000,0.952359,0.00028178,200118.44
1587100,0.998145,0.00028178,200118.70
1587200,0.979464,0.00028177,200118.84
1587300,1.034117,0.00028177,200118.91
1587400,1.003607,0.00028177,200118.72
1587500,0.995841,0.00028177,200118.92
1587600,0.944934,0.00028176,200119.02
1587700,1.018834,0.00028176,200119.19
1587800,0.972901,0.00028176,200119.11
1587900,0.974916,0.00028176,200119.00
1588000,1.013679,0.00028176,200118.99
1588100,0.998015,0.00028175,200119.03
1588200,0.954491,0.00028175,200118.92
1588300,1.016643,0.00028175,200118.91
1588400,0.978779,0.00028175,200118.81
1588500,0.967461,0.00028174,200118.97
1588600,0.960690,0.00028174,200119.15
1588700,0.975053,0.00028174,200118.93
1588800,0.931920,0.00028174,200118.92
1588900,1.021842,0.00028174,200119.01
1589000,0.992832,0.00028173,200119.05
1589100,0.990307,0.00028173,200119.16
1589200,0.941719,0.00028173,200119.30
1589300,0.970246,0.00028173,200119.24
1589400,0.956585,0.00028172,200119.04
1589500,0.971867,0.00028172,200118.66
1589600,0.918024,0.00028172,200118.55
1589700,0.970890,0.00028172,200118.46
1589800,0.984503,0.00028171,200118.53
1589900,0.996044,0.00028171,200118.68
1590000,0.985337,0.00028171,200118.57
1590100,0.971400,0.00028171,200118.36
1590200,0.952966,0.00028171,200118.25
1590300,0.940551,0.00028170,200118.24
1590400,1.006075,0.00028170,200118.19
1590500,0.969316,0.00028170,200118.13
1590600,0.980390,0.00028170,200118.12
1590700,1.005587,0.00028169,200118.21
1590800,0.972410,0.00028169,200118.31
1590900,1.005909,0.00028169,200118.35
1591000,1.014714,0.00028169,200118.34
1591100,0.999211,0.00028169,200118.49
1591200,1.069402,0.00028168,200118.62
1591300,0.959088,0.00028168,200118.57
1591400,0.971679,0.00028168,200118.43
1591500,1.023334,0.00028168,200118.33
1591600,1.004608,0.00028167,200118.12
1591700,0.959566,0.00028167,200117.95
1591800,0.990703,0.00028167,200117.96
1591900,0.999529,0.00028167,200118.08
1592000,0.991841,0.00028167,200117.94
1592100,0.963529,0.00028166,200117.85
1592200,0.919487,0.00028166,200117.53
1592300,1.006532,0.00028166,200117.38
1592400,0.939011,0.00028166,200117.39
1592500,0.989134,0.00028165,200117.14
1592600,0.966732,0.00028165,200117.07
1592700,0.955501,0.00028165,200117.16
1592800,0.980679,0.00028165,200117.04
1592900,0.964832,0.00028164,200116.92
1593000,0.956943,0.00028164,200117.05
1593100,0.989699,0.00028164,200117.32
1593200,0.988506,0.00028164,200117.13
1593300,0.980292,0.00028164,200117.09
1593400,1.027360,0.00028163,200116.95
1593500,1.041228,0.00028163,200117.03
1593600,0.977188,0.00028163,200116.80
1593700,1.012725,0.00028163,200116.76
1593800,1.044773,0.00028162,200116.00
1593900,0.981375,0.00028162,200115.87
1594000,0.997414,0.00028162,200115.91
1594100,1.029411,0.00028162,200116.07
1594200,0.924776,0.00028162,200115.89
1594300,0.978697,0.00028161,200115.85
1594400,0.898179,0.00028161,200115.73
1594500,0.983328,0.00028161,200115.81
1594600,0.959435,0.00028161,200115.91
1594700,0.959657,0.00028160,200116.00
1594800,1.014038,0.00028160,200116.06
1594900,0.972983,0.00028160,200115.95
1595000,0.938773,0.00028160,200115.91
1595100,0.981205,0.00028160,200115.94
1595200,0.989195,0.00028159,200116.05
1595300,0.991671,0.00028159,200116.07
1595400,0.964497,0.00028159,200115.92
1595500,0.965766,0.00028159,200115.84
1595600,0.971739,0.00028158,200115.95
1595700,1.049664,0.00028158,200115.89
1595800,0.966895,0.00028158,200115.82
1595900,0.996850,0.00028158,200115.74
1596000,0.936110,0.00028157,200115.52
1596100,1.008601,0.00028157,200115.44
1596200,1.009787,0.00028157,200115.18
1596300,0.992445,0.00028157,200115.32
1596400,0.963239,0.00028157,200115.19
1596500,0.969011,0.00028156,200115.42
1596600,0.991164,0.00028156,200115.61
1596700,0.975630,0.00028156,200115.59
1596800,0.994853,0.00028156,200115.58
1596900,1.037727,0.00028155,200115.75
1597000,1.025701,0.00028155,200115.92
1597100,0.979863,0.00028155,200116.20
1597200,0.976884,0.00028155,200116.26
1597300,0.972631,0.00028155,200116.34
1597400,0.931653,0.00028154,200116.37
1597500,0.979929,0.00028154,200116.37
1597600,0.972698,0.00028154,200116.37
1597700,0.945648,0.00028154,200116.37
1597800,1.011231,0.00028153,200116.40
1597900,0.950963,0.00028153,200116.28
1598000,0.985867,0.00028153,200116.42
1598100,1.009029,0.00028153,200116.42
1598200,0.968529,0.00028152,200116.61
1598300,0.960464,0.00028152,200116.59
1598400,0.962586,0.00028152,200116.67
1598500,0.892976,0.00028152,200116.74
1598600,0.959992,0.00028152,200116.88
1598700,1.003375,0.00028151,200116.87
1598800,0.957754,0.00028151,200116.77
1598900,0.975674,0.00028151,200116.64
1599000,0.952108,0.00028151,200116.41
1599100,0.997131,0.00028150,200116.50
1599200,1.006679,0.00028150,200116.60
1599300,0.982457,0.00028150,200116.64
1599400,0.988810,0.00028150,200116.88
1599500,0.990550,0.00028150,200117.02
1599600,1.027035,0.00028149,200117.14
1599700,0.974220,0.00028149,200117.28
1599800,0.966563,0.00028149,200116.94
1599900,0.975464,0.00028149,200116.96
1600000,0.956786,0.00028148,200117.17
1600100,0.927698,0.00028148,200096.68
1600200,0.990261,0.00028148,200096.74
1600300,0.963626,0.00028148,200097.00
1600400,0.990983,0.00028148,200096.97
1600500,0.964794,0.00028147,200097.07
1600600,0.903795,0.00028147,200097.01
1600700,1.003998,0.00028147,200097.00
1600800,0.953644,0.00028147,200097.08
1600900,0.928460,0.00028146,200096.81
1601000,0.983082,0.00028146,200096.70
1601100,0.997952,0.00028146,200096.66
1601200,0.980155,0.00028146,200096.63
1601300,0.965061,0.00028145,200096.65
1601400,0.998801,0.00028145,200096.69
1601500,0.990065,0.00028145,200096.77
1601600,0.996890,0.00028145,200096.76
1601700,1.039639,0.00028145,200096.67
1601800,1.011599,0.00028144,200096.42
1601900,1.024615,0.00028144,200096.21
1602000,1.004844,0.00028144,200096.01
1602100,1.033165,0.00028144,200095.53
1602200,0.996371,0.00028143,200095.29
1602300,1.006424,0.00028143,200095.19
1602400,0.951533,0.00028143,200095.06
1602500,0.958339,0.00028143,200095.02
1602600,1.000301,0.00028143,200095.07
1602700,0.963488,0.00028142,200094.90
1602800,0.987929,0.00028142,200094.86
1602900,0.939553,0.00028142,200094.59
1603000,0.942459,0.00028142,200094.44
1603100,0.972071,0.00028141,200094.45
1603200,0.990383,0.00028141,200094.41
1603300,0.958913,0.00028141,200094.30
1603400,0.976131,0.00028141,200094.22
1603500,0.980462,0.00028140,200094.15
1603600,0.971924,0.00028140,200094.03
1603700,0.962888,0.00028140,200093.97
1603800,0.985295,0.00028140,200093.82
1603900,0.976061,0.00028140,200093.93
1604000,1.028230,0.00028139,200093.78
1604100,0.963591,0.00028139,200093.64
1604200,0.996262,0.00028139,200093.76
1604300,0.983426,0.00028139,200093.78
1604400,0.971647,0.00028138,200093.87
1604500,0.965785,0.00028138,200093.78
1604600,1.001089,0.00028138,200093.72
1604700,0.999250,0.00028138,200093.15
1604800,0.973288,0.00028138,200093.19
1604900,0.980894,0.00028137,200093.08
1605000,1.026796,0.00028137,200093.17
1605100,1.037848,0.00028137,200093.40
1605200,0.970569,0.00028137,200093.55
1605300,1.029067,0.00028136,200093.49
1605400,0.939656,0.00028136,200093.38
1605500,1.037694,0.00028136,200093.28
1605600,1.003153,0.00028136,200093.32
1605700,0.962543,0.00028135,200093.36
1605800,1.031109,0.00028135,200093.31
1605900,1.033015,0.00028135,200093.06
1606000,1.019204,0.00028135,200093.07
1606100,0.961592,0.00028135,200093.05
1606200,0.961771,0.00028134,200093.09
1606300,1.002356,0.00028134,200093.16
1606400,0.934879,0.00028134,200093.05
1606500,0.997664,0.00028134,200092.98
1606600,0.971841,0.00028133,200092.92
1606700,0.980441,0.00028133,200093.01
1606800,0.960613,0.00028133,200092.73
1606900,0.994228,0.00028133,200092.41
1607000,1.037370,0.00028133,200092.26
1607100,1.024396,0.00028132,200092.10
1607200,0.973448,0.00028132,200091.88
1607300,0.974765,0.00028132,200091.94
1607400,1.037899,0.00028132,200091.75
1607500,0.939690,0.00028131,200091.54
1607600,0.965823,0.00028131,200091.70
1607700,0.983342,0.00028131,200091.74
1607800,1.029616,0.00028131,200091.72
1607900,0.967993,0.00028130,200091.76
1608000,1.006115,0.00028130,200092.00
1608100,0.970662,0.00028130,200091.95
1608200,1.018614,0.00028130,200092.07
1608300,1.042357,0.00028130,200092.11
1608400,0.998302,0.00028129,200092.07
1608500,0.948411,0.00028129,200092.22
1608600,0.992415,0.00028129,200092.24
1608700,0.942136,0.00028129,200092.35
1608800,0.976988,0.00028128,200092.30
1608900,0.969571,0.00028128,200092.30
1609000,0.978361,0.00028128,200092.25
1609100,0.999062,0.00028128,200092.16
1609200,0.924841,0.00028127,200092.14
1609300,1.016942,0.00028127,200092.11
1609400,1.035268,0.00028127,200091.50
1609500,1.032853,0.00028127,200091.40
1609600,1.012690,0.00028127,200091.50
1609700,0.983877,0.00028126,200091.67
1609800,0.953111,0.00028126,200091.72
1609900,0.973797,0.00028126,200091.88
1610000,1.008025,0.00028126,200092.17
1610100,0.976466,0.00028125,200092.46
1610200,0.938842,0.00028125,200092.66
1610300,1.025184,0.00028125,200092.82
1610400,0.980597,0.00028125,200092.72
1610500,0.976246,0.00028125,200092.89
1610600,0.997570,0.00028124,200093.02
1610700,1.010297,0.00028124,200092.98
1610800,0.957542,0.00028124,200093.05
1610900,1.029453,0.00028124,200093.07
1611000,0.986859,0.00028123,200093.14
1611100,0.989794,0.00028123,200093.15
1611200,0.956532,0.00028123,200093.26
1611300,1.031458,0.00028123,200093.17
1611400,0.965245,0.00028122,200093.34
1611500,0.967221,0.00028122,200093.38
1611600,1.033418,0.00028122,200093.51
1611700,1.021198,0.00028122,200093.53
1611800,0.967548,0.00028122,200093.47
1611900,0.946657,0.00028121,200093.61
1612000,0.958267,0.00028121,200093.61
1612100,0.964185,0.00028121,200093.37
1612200,0.974416,0.00028121,200093.41
1612300,0.939475,0.00028120,200093.61
1612400,0.983881,0.00028120,200093.44
1612500,0.956514,0.00028120,200093.28
1612600,0.979818,0.00028120,200092.99
1612700,1.003169,0.00028119,200092.91
1612800,1.051829,0.00028119,200092.67
1612900,0.945955,0.00028119,200092.61
1613000,0.940152,0.00028119,200092.50
1613100,0.950840,0.00028119,200092.76
1613200,1.000963,0.00028118,200092.80
1613300,0.986893,0.00028118,200092.92
1613400,0.929269,0.00028118,200092.88
1613500,0.952782,0.00028118,200092.66
1613600,0.983849,0.00028117,200092.58
1613700,0.972186,0.00028117,200092.50
1613800,1.045445,0.00028117,200092.37
1613900,0.985165,0.00028117,200092.44
1614000,0.936805,0.00028117,200092.37
1614100,0.982198,0.00028116,200092.52
1614200,0.900622,0.00028116,200092.39
1614300,0.985997,0.00028116,200092.48
1614400,0.957651,0.00028116,200092.34
1614500,1.007407,0.00028115,200092.54
1614600,1.011510,0.00028115,200092.63
1614700,0.999378,0.00028115,200092.53
1614800,0.976905,0.00028115,200092.65
1614900,1.005777,0.00028114,200092.78
1615000,0.967633,0.00028114,200092.83
1615100,0.963190,0.00028114,200092.85
1615200,0.982328,0.00028114,200092.95
1615300,0.966662,0.00028114,200092.95
1615400,0.946848,0.00028113,200092.82
1615500,0.958109,0.00028113,200092.73
1615600,1.005997,0.00028113,200092.77
1615700,1.013408,0.00028113,200092.88
1615800,1.071275,0.00028112,200092.82
1615900,1.030701,0.00028112,200092.59
1616000,0.977845,0.00028112,200092.59
1616100,1.011969,0.00028112,200092.43
1616200,0.980211,0.00028111,200092.24
1616300,1.003578,0.00028111,200092.06
1616400,0.957299,0.00028111,200091.78
1616500,1.017707,0.00028111,200091.78
1616600,0.975158,0.00028111,200091.88
1616700,0.976252,0.00028110,200091.97
1616800,1.075255,0.00028110,200091.80
1616900,0.969088,0.00028110,200091.74
1617000,1.037252,0.00028110,200091.68
1617100,0.925513,0.00028109,200091.87
1617200,1.004565,0.00028109,200091.95
1617300,0.983489,0.00028109,200091.85
1617400,1.047176,0.00028109,200091.83
1617500,0.958715,0.00028109,200092.05
1617600,1.044207,0.00028108,200092.22
1617700,1.000578,0.00028108,200092.27
1617800,1.016511,0.00028108,200092.24
1617900,1.010549,0.00028108,200092.35
1618000,1.041390,0.00028107,200092.45
1618100,1.004312,0.00028107,200092.59
1618200,1.079424,0.00028107,200092.75
1618300,0.983540,0.00028107,200092.81
1618400,1.010273,0.00028106,200092.69
1618500,0.982746,0.00028106,200092.33
1618600,0.982127,0.00028106,200092.23
1618700,0.959794,0.00028106,200092.22
1618800,0.950019,0.00028106,200092.29
1618900,0.972570,0.00028105,200092.20
1619000,0.970142,0.00028105,200092.09
1619100,1.013653,0.00028105,200092.24
1619200,1.017232,0.00028105,200092.28
1619300,0.922962,0.00028104,200092.51
1619400,0.954232,0.00028104,200092.45
1619500,0.940143,0.00028104,200092.48
1619600,1.003969,0.00028104,200092.44
1619700,0.966134,0.00028103,200092.47
1619800,0.972371,0.00028103,200092.45
1619900,1.014585,0.00028103,200092.53
1620000,0.978936,0.00028103,200092.44
1620100,0.976939,0.00028103,200092.45
1620200,0.949304,0.00028102,200092.45
1620300,0.969766,0.00028102,200092.53
1620400,0.978748,0.00028102,200092.52
1620500,0.989536,0.00028102,200092.67
1620600,0.989015,0.00028101,200092.84
1620700,0.973827,0.00028101,200092.85
1620800,0.956692,0.00028101,200092.84
1620900,1.008513,0.00028101,200092.80
1621000,0.916741,0.00028100,200092.81
1621100,0.994454,0.00028100,200092.92
1621200,0.908670,0.00028100,200093.07
1621300,0.989913,0.00028100,200092.99
1621400,0.999754,0.00028100,200093.17
1621500,0.966177,0.00028099,200093.04
1621600,0.956567,0.00028099,200093.00
1621700,0.993295,0.00028099,200092.90
1621800,0.973615,0.00028099,200092.90
1621900,0.977123,0.00028098,200093.02
